SID,POLICY_TYPE,ISWON,UNDERWRITER,STATE,INDUSTRY,DECLINED_REASON,EFFECTIVE_MONTH,EMPLOYEES,EFFECTIVE_YEAR,MARKET_SEGMENT,PLACING_BROKER,POLICY_LIMIT,COVERAGE,DEDUCTIBLE,PREMIUM,APPLICATION_DATE,BOUND_DATE,EXPIRING_PREMIUM,COMMISSION_PERCENT
NRG-LA-862012-302807,New,0,005E0000003XUaLIAW,NC,Construction,Unable to Match Competitors,Jul,36,2012,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-522012-275247,New,0,005E0000003XUblIAG,CA,Construction,Reservation Conflict,Jun,30,2012,Small Business,a0kE0000001dLJ2IAM,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-10122011-219113,New,0,005E0000003XUbtIAG,OK,Construction,Other Underwriting Guidelines,Dec,2,2011,Small Business,a0kE0000001dL0rIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-6222012-289836,New,0,005E0000003XUbeIAG,TX,Construction,No Interest,Aug,70,2012,Middle Market,a0kE0000001dLecIAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-SF-4272012-274099,New,0,005E0000003XUfKIAW,MO,Construction,Not Suitable,Jun,5,2012,Small Business,a0kE0000001dLZXIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-10222012-324040,New,0,005E0000003XUb2IAG,NY,Construction,Nature of Insured's Business,Dec,20,2012,Small Business,a0kE0000001dLRIIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-7272012-300333,New,0,005E0000003XUaQIAW,LA,Construction,No Broker Response,Oct,35,2012,Small Business,a0kE0000001dLEQIA2,0,Workers Comp,0,0,6/27/2013,,,
HFC-NY-682012-286030,New,0,005E00000068OfWIAU,NC,Construction,Nature of Insured's Business,Jul,0,2012,NULL,a0kE0000001dLBKIA2,0,DBA,0,0,6/27/2013,,,
NRG-NY-2172012-252245,New,0,005E0000003XUb5IAG,TX,Construction,Other Underwriting Guidelines,Mar,55,2012,NULL,a0kE0000001dKzpIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-9122012-313113,New,0,005E0000003XUaqIAG,TX,Construction,Placed as a Package Elsewhere,Nov,400,2012,Middle Market,a0kE0000001dLrlIAE,0,Workers Comp,0,0,6/27/2013,,,0
NRG-NY-10122012-321415,New,0,005E0000003XUb5IAG,TX,Construction,Not Suitable,Jan,6,2013,Small Business,a0kE0000001dL32IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-4132012-269948,New,0,005E0000003XUaLIAW,CA,Construction,Unable to Match Competitors,May,0,2012,NULL,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-1122012-327368,New,0,005E0000003XUczIAG,MA,Construction,Price,Dec,200,2012,Middle Market,a0kE0000001dL1CIAU,0,Workers Comp,0,25000,6/27/2013,,,5
NRG-LA-11302011-231560,New,0,005E0000003XUaLIAW,NV,Construction,Unable to Match Competitors,Jan,35,2012,Small Business,a0kE0000001dKwqIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-12122011-234805,New,0,005E0000003XUbtIAG,MO,Construction,No Broker Response,Jan,70,2012,NULL,a0kE0000001dL0rIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-752012-293247,New,0,005E0000003XUb5IAG,TX,Construction,Other Underwriting Guidelines,Sep,376,2012,Middle Market,a0kE0000001dL6GIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-232012-247924,New,0,005E0000003XUb5IAG,TX,Construction,Not Suitable,Feb,1400,2012,Middle Market,a0kE0000001dKj7IAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-9272012-317189,New,0,005E0000003XUccIAG,PA,Construction,Loss History,Oct,45,2012,Middle Market,a0kE0000001dL07IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-11162011-228519,New,0,005E0000003XUczIAG,TX,Construction,Not Suitable,Feb,38,2012,Middle Market,a0kE0000001dKj7IAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-11132012-330139,New,0,005E0000003XUblIAG,PA,Construction,Other Underwriting Guidelines,Jan,50,2013,Middle Market,a0kE0000001dL1qIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-5302012-282831,New,0,005E0000003XUb5IAG,TX,Construction,Price,Jul,29,2012,Small Business,a0kE0000001dKj7IAE,0,Workers Comp,0,25000,6/27/2013,,,12.5
EIL-LA-3122012-259272,New,0,005E0000003XUblIAG,MO,Construction,Other Underwriting Guidelines,Apr,42,2012,Middle Market,a0kE0000001dL1qIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-2172012-252253,New,0,005E0000003XUcPIAW,TX,Construction,Reservation Conflict,Feb,45,2012,Middle Market,a0kE0000001dL17IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-5102012-277887,New,0,005E0000003XUbtIAG,OH,Construction,No Interest,Jun,135,2012,Middle Market,a0kE0000001dL2uIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-11152011-228364,New,0,005E0000003XUaLIAW,NM,Construction,Time Limitations,Jan,7,2012,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-8222012-307363,New,0,005E0000003XUczIAG,LA,Construction,Other Underwriting Guidelines,Oct,0,2012,NULL,a0kE0000001dL6GIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-582012-276988,New,0,005E0000003XUcPIAW,OK,Construction,Reservation Conflict,Jun,6,2012,NULL,a0kE0000001dL17IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-682012-286100,New,0,005E0000003XUaQIAW,TX,Construction,Other Underwriting Guidelines,Aug,90,2012,Small Business,a0kE0000001dKu7IAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-8132012-304542,Renewal,0,005E0000003XUb2IAG,NY,Construction,Other Underwriting Guidelines,Nov,2,2012,Small Business,a0kE0000001dL0rIAE,0,Workers Comp,0,0,6/27/2013,,37846,7
EIL-NY-392012-258617,Renewal,0,005E0000003XUb2IAG,NY,Construction,NULL,Apr,50,2012,Middle Market,a0kE0000001dL5KIAU,0,Workers Comp,0,136162,6/27/2013,,,7
NRG-HO-822012-301696,New,0,005E0000003XUcPIAW,TX,Construction,Unable to Match Competitors,Nov,92,2012,Middle Market,a0kE0000001dL41IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-11142012-330498,New,0,005E0000003XUbeIAG,MO,Construction,No Broker Response,Dec,145,2012,Middle Market,a0kE0000001dLrlIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-892012-303808,New,0,005E0000003XUb5IAG,NY,Construction,Reservation Conflict,Sep,25,2012,Middle Market,a0kE0000001dM5TIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-1192011-226627,New,0,005E0000003XUaLIAW,NM,Construction,Reservation Conflict,Dec,250,2011,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-1082012-319902,New,0,005E0000003XUccIAG,NC,Construction,Other Underwriting Guidelines,Nov,20,2012,NULL,a0kE0000001dLJVIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-512012-274878,New,0,005E0000003XUcPIAW,AR,Construction,Below Minimum Premium,Jul,9,2012,NULL,a0kE0000001dL17IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-152012-240025,New,0,005E0000003XUcPIAW,TX,Construction,No Interest,Jan,49,2012,Middle Market,a0kE0000001dKj7IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-872012-302880,New,0,005E0000003XUaLIAW,AR,Construction,Reservation Conflict,Sep,18,2012,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-3272012-264165,New,0,005E0000003XUccIAG,PA,Construction,Insured did not Purchase/Renew,Apr,15,2012,Small Business,a0kE0000001iIiUIAU,0,Workers Comp,0,47035,6/27/2013,,,7
EIL-NY-1062011-217661,New,0,005E0000003XUb1IAG,AL,Construction,Reservation Conflict,Jan,15,2012,Small Business,a0kE0000001dKmoIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-1192011-226635,New,0,005E0000003XUaLIAW,NM,Construction,Unable to Match Competitors,Dec,55,2011,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-152012-240173,New,0,005E0000003XUaLIAW,PA,Construction,Unable to Match Competitors,Feb,15,2012,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-10202011-221201,New,0,005E0000003XUb5IAG,TX,Construction,Unable to Match Competitors,Oct,30,2011,Small Business,a0kE0000001dLldIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-12132011-235178,New,0,005E0000003XUaqIAG,TX,Construction,Unable to Match Competitors,Feb,45,2012,Middle Market,a0kE0000001dL41IAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-2182012-252467,New,0,005E0000003XUb2IAG,NY,Construction,Not Suitable,Feb,4,2012,Small Business,a0kE0000001dL66IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-972011-209633,New,0,005E0000003XUczIAG,NJ,Construction,Not Suitable,Oct,42,2011,Middle Market,a0kE0000001dKkrIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-6222012-289981,New,0,005E0000003XUbeIAG,KS,Construction,Other Underwriting Guidelines,Aug,12,2012,Small Business,a0kE0000001dLE0IAM,0,Workers Comp,0,51617,6/27/2013,,,
EIL-HO-1112012-241457,New,0,005E0000003XUbNIAW,MD,Construction,Loss History,Feb,67,2012,Middle Market,a0kE00000023eYNIAY,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-9172012-314302,New,0,005E0000003XUbAIAW,NJ,Construction,Nature of Insured's Business,Oct,12,2012,NULL,a0kE0000001dLYPIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-7272012-300332,New,0,005E0000003XUccIAG,NY,Construction,Loss History,Dec,50,2012,Middle Market,a0kE0000001dLTpIAM,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-9272011-214991,New,0,005E0000003XUb1IAG,FL,Construction,State of Insured Domicile,Nov,250,2011,Middle Market,a0kE0000001dLsUIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-6182012-288300,Renewal,0,005E0000003XUb5IAG,NY,Construction,Reservation Conflict,Jun,1,2012,Small Business,a0kE0000001dM96IAE,0,Workers Comp,0,0,6/27/2013,,17492,
EIL-NY-582012-277171,New,0,005E0000003XUccIAG,PA,Construction,Other Underwriting Guidelines,Jun,65,2012,Small Business,a0kE0000001dKkrIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-4202012-272013,New,0,005E0000003XUb5IAG,MA,Construction,Price,May,12,2012,Small Business,a0kE0000001dKo8IAE,10000,Workers Comp,0,25000,6/27/2013,,,7
NRG-HO-762012-293800,New,0,005E0000003XUcPIAW,TX,Construction,Other Underwriting Guidelines,Oct,6,2012,Small Business,a0kE0000001dLldIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-6292012-292222,New,0,005E0000003XUaLIAW,MS,Construction,Unable to Match Competitors,Sep,285,2012,Middle Market,a0kE0000001dLh3IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-1092012-320349,New,0,005E0000003XUcgIAG,ID,Construction,No Broker Response,Oct,9,2012,Small Business,a0kE0000001dL3YIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-282012-249137,New,0,005E0000003XUblIAG,CA,Construction,Other Underwriting Guidelines,Feb,20,2012,Small Business,a0kE0000001dLBjIAM,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-522012-275278,New,0,005E0000003XUcgIAG,TX,Construction,Other Underwriting Guidelines,Jun,250,2012,Middle Market,a0kE0000001dL0SIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-5102012-277915,New,0,005E0000003XUb2IAG,NJ,Construction,Loss History,Jun,2,2012,Small Business,a0kE0000001dLRIIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-962011-209199,New,0,005E0000003XUaqIAG,TX,Construction,Other Underwriting Guidelines,Oct,180,2011,Middle Market,a0kE0000001dKuhIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-10122011-218965,New,0,005E0000003XUczIAG,TX,Construction,Unable to Match Competitors,Jan,4,2012,Small Business,a0kE0000001dKj7IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-3192012-261341,New,0,005E0000003XUaLIAW,CA,Construction,Other Underwriting Guidelines,Apr,30,2012,NULL,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-962012-311356,New,0,005E0000003XUaqIAG,TX,Construction,Reservation Conflict,Dec,20,2012,Small Business,a0kE0000001dL41IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-1272011-233575,New,0,005E0000003XUb5IAG,TX,Construction,Unable to Match Competitors,Feb,8,2012,Small Business,a0kE0000001dLQvIAM,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-1282012-246060,New,0,005E0000003XUczIAG,CT,Construction,Client/Broker Politics,Feb,2,2012,Middle Market,a0kE0000001dKvEIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-1012012-317812,New,0,005E0000003XUb5IAG,WY,Construction,Other Underwriting Guidelines,Jan,60,2013,Middle Market,a0kE0000001dKyzIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-AT-11122012-329989,New,0,005E0000003XUd7IAG,GA,Construction,No Broker Response,Jan,400,2013,Middle Market,a0kE0000001dLKMIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-8292011-207303,New,0,005E0000003XUbNIAW,CA,Construction,Loss History,Oct,22,2011,Small Business,a0kE0000001dKlXIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-10152012-322056,New,0,005E0000003XUblIAG,IL,Construction,Other Underwriting Guidelines,Nov,14,2012,NULL,a0kE0000001dL1qIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-1162012-328485,New,0,005E0000003XUaqIAG,NM,Construction,Other Underwriting Guidelines,Dec,6,2012,Small Business,a0kE0000001dKu7IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-6142012-287509,New,0,005E0000003XUcPIAW,TX,Construction,Other Underwriting Guidelines,Jul,33,2012,Middle Market,a0kE0000001dKlIIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-2172012-252273,New,0,005E0000003XUblIAG,CA,Construction,No Broker Response,Apr,13,2012,Small Business,a0kE0000001dKlXIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-4202012-272077,New,0,005E0000003XUczIAG,TX,Construction,Unable to Match Competitors,May,120,2012,NULL,a0kE0000001dKzpIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-7302012-300469,New,0,005E0000003XUcgIAG,LA,Construction,Below Minimum Premium,Oct,8,2012,Small Business,a0kE0000001dKlIIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-12132011-235196,New,0,005E0000003XUcPIAW,TX,Construction,Reservation Conflict,Feb,45,2012,Middle Market,a0kE0000001dKj7IAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-1082012-319669,New,0,005E0000003XUbNIAW,CA,Construction,Reservation Conflict,Nov,60,2012,Middle Market,a0kE0000001dLJ2IAM,0,Workers Comp,0,0,6/27/2013,,,
SD-EIL-CHG-13-121992,New,0,005E0000003XUhlIAG,AZ,Construction,Reservation Conflict,Jul,280,2013,Middle Market,a0kE0000001dL95IAE,0,Workers Comp,0,0,6/17/2013,,,
SD-EIL-NYC-14-341563,New,0,005E0000003XUb2IAG,MD,Construction,NULL,Mar,25,2014,Small Business,a0kE0000001dLJ2IAM,0,Workers Comp,0,0,2/19/2014,,,
SD-NRG-CHG-13-114938,New,0,005E0000005MrrnIAC,CA,Construction,Nature of Insured's Business,Jul,2,2013,Small Business,a0kE0000001dLVJIA2,0,Workers Comp,0,0,5/20/2013,,,
EIL-HO-1222011-232218,New,0,005E0000003XUbNIAW,NC,Construction,Other Underwriting Guidelines,Jan,50,2012,Middle Market,a0kE0000001dL07IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-2212012-252900,New,0,005E0000003XUaqIAG,TX,Construction,Client/Broker Politics,Mar,1000,2012,Middle Market,a0kE0000001dLkMIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-10172011-220216,New,0,005E0000003XUcgIAG,TX,Construction,No Broker Response,Jan,500,2012,Middle Market,a0kE0000001dL3YIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-12222011-237649,New,0,005E0000003XUb2IAG,NY,Construction,Other Underwriting Guidelines,Jan,10,2012,Small Business,a0kE0000001dM96IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-1242012-244908,New,0,005E0000003XUczIAG,LA,Construction,Reservation Conflict,May,10,2012,Small Business,a0kE0000001dKrbIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-11112011-227401,New,0,005E0000003XUbtIAG,IL,Construction,Unable to Match Competitors,Nov,35,2011,NULL,a0kE0000001dKrCIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-SF-7302012-300500,Renewal,0,005E0000003XUfKIAW,CA,Construction,Other Underwriting Guidelines,Oct,80,2012,Small Business,a0kE0000001dL07IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-2162012-251911,New,0,005E0000003XUcPIAW,TX,Construction,Unable to Match Competitors,Mar,800,2012,NULL,a0kE0000001dKwLIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-1052012-319326,New,0,005E0000003XUczIAG,NJ,Construction,Other Underwriting Guidelines,Oct,1200,2012,Middle Market,a0kE0000001dL5KIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-11112011-227214,New,0,005E0000003XUbNIAW,AL,Construction,Other Underwriting Guidelines,Jan,40,2012,Middle Market,a0kE0000001dL4oIAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-1212011-232148,New,0,005E0000003XUblIAG,MA,Construction,Other Underwriting Guidelines,Jan,30,2012,Small Business,a0kE0000001dKl3IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-672012-285523,New,0,005E0000003XUaLIAW,CO,Construction,Nature of Insured's Business,Jun,4,2012,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-10282011-223783,New,0,005E0000003XUcPIAW,MS,Construction,Unable to Match Competitors,Nov,20,2011,Small Business,a0kE0000001dKwLIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-1312012-246566,New,0,005E0000003XUblIAG,AR,Construction,Other Underwriting Guidelines,Apr,7,2012,NULL,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-3262012-263345,New,0,005E0000003XUaLIAW,CA,Construction,Other Underwriting Guidelines,Aug,180,2012,Middle Market,a0kE0000001dL5lIAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-8102012-304317,New,0,005E0000003XUbNIAW,MD,Construction,Nature of Insured's Business,Nov,60,2012,Small Business,a0kE0000001dLJVIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-AT-8282012-308978,New,0,005E0000003XUd7IAG,MS,Construction,Loss History,Dec,100,2012,Middle Market,a0kE0000001dKjCIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-10172011-220059,New,0,005E0000003XUczIAG,NY,Construction,Not Suitable,Jan,20,2012,Small Business,a0kE0000001dKvEIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-2242012-253875,New,0,005E0000003XUaLIAW,NM,Construction,Unable to Match Competitors,May,210,2012,Middle Market,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-162012-240542,New,0,005E0000003XUbtIAG,PA,Construction,No Broker Response,Nov,16,2011,Small Business,a0kE0000001dKwqIAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-4302012-274297,New,0,005E0000003XUb2IAG,NY,Construction,Other Underwriting Guidelines,May,30,2012,Small Business,a0kE0000001dLgAIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-1282011-234186,New,0,005E0000003XUaLIAW,TX,Construction,Unable to Match Competitors,Feb,30,2012,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-4122012-269547,New,0,005E0000003XUblIAG,NV,Construction,Other Underwriting Guidelines,Jul,170,2012,Middle Market,a0kE0000001dLBjIAM,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-492012-268618,New,0,005E0000003XUccIAG,CT,Construction,Other Underwriting Guidelines,Jul,12,2012,Small Business,a0kE0000001dLJVIA2,0,Workers Comp,0,0,6/27/2013,,,
GCS-LA-10242012-324956,New,0,005E0000003XUcHIAW,CA,Construction,Other Underwriting Guidelines,Dec,900,2012,Middle Market,a0kE0000001dLrlIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-PA-10242012-324733,New,0,005E0000003XUcjIAG,NJ,Construction,Other Underwriting Guidelines,Nov,65,2012,Small Business,a0kE0000001dLJ2IAM,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-11202012-332285,New,0,005E0000003XUd3IAG,NM,Construction,Time Limitations,Dec,250,2012,Middle Market,a0kE0000001dLEQIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-10172011-220267,New,0,005E0000003XUbtIAG,IL,Construction,Other Underwriting Guidelines,Dec,45,2011,Small Business,a0kE0000001dLh5IAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-942012-310146,New,0,005E0000003XUblIAG,UT,Construction,No Interest,Jan,22,2013,Small Business,a0kE0000001dKtRIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-8132012-304728,New,0,005E0000003XUblIAG,AZ,Construction,Other Underwriting Guidelines,Aug,8,2012,Small Business,a0kE0000001dL1qIAE,0,Workers Comp,0,0,6/27/2013,,,
EIL-BS-1202012-243890,New,0,005E0000003XUccIAG,FL,Construction,Other Underwriting Guidelines,Mar,250,2012,Middle Market,a0kE0000001dLsUIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-CH-11112011-227343,New,0,005E0000003XUb1IAG,IA,Construction,Unable to Match Competitors,Nov,25,2011,Small Business,a0kE0000001dLE0IAM,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-5212012-280732,New,0,005E0000003XUbNIAW,MN,Construction,Other Underwriting Guidelines,Jul,28,2012,Small Business,a0kE0000001dLJVIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-12142011-235541,New,0,005E0000003XUbNIAW,MO,Construction,NULL,Dec,35,2011,Small Business,a0kE0000001dL9kIAE,10000,Workers Comp,0,42191,6/27/2013,,,7
NRG-HO-292012-249513,New,0,005E0000003XUcgIAG,TX,Construction,Other Underwriting Guidelines,Apr,18,2012,NULL,a0kE0000001dKlIIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-10102011-218332,New,0,005E0000003XUb2IAG,NJ,Construction,Other Underwriting Guidelines,Dec,95,2011,Middle Market,a0kE0000001dKtRIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-CH-372012-257658,New,0,005E0000003XUbtIAG,TX,Construction,No Broker Response,May,35,2012,Middle Market,a0kE0000001dLecIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-11282011-230982,New,0,005E0000003XUczIAG,TX,Construction,Time Limitations,Jan,12,2012,NULL,a0kE0000001dKrbIAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-4162012-270516,New,0,005E0000003XUaLIAW,CA,Construction,Reservation Conflict,Jul,35,2012,Middle Market,a0kE0000001dLBjIAM,0,Workers Comp,0,0,6/27/2013,,,
EIL-NY-10232012-324343,New,0,005E0000003XUccIAG,NJ,Construction,Other Underwriting Guidelines,Nov,20,2012,Small Business,a0kE0000001dLJVIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-862012-302476,New,0,005E0000003XUcPIAW,TX,Construction,Unable to Match Competitors,Sep,17,2012,NULL,a0kE0000001dLzVIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-4262012-273505,New,0,005E0000003XUczIAG,TX,Construction,Unable to Match Competitors,May,14,2012,Small Business,a0kE0000001dKj7IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-4162012-270325,New,0,005E0000003XUb5IAG,TX,Construction,Reservation Conflict,Mar,13,2012,NULL,a0kE0000001dKj7IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-3282012-264589,New,0,005E0000003XUb5IAG,NY,Construction,Unable to Match Competitors,Mar,75,2012,Middle Market,a0kE0000001dLEUIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-3282012-264810,New,0,005E0000003XUbNIAW,MO,Construction,Price,Jun,6,2012,Small Business,a0kE0000001dL9kIAE,10000,Workers Comp,0,144000,6/27/2013,,,7
EIL-HO-8272012-308508,New,0,005E0000003XUbNIAW,NC,Construction,Reservation Conflict,Oct,23,2012,Small Business,a0kE0000001dLc5IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-LA-4252012-273341,New,0,005E0000003XUaLIAW,CA,Construction,Unable to Match Competitors,Jun,25,2012,Small Business,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-11282011-230793,New,0,005E0000003XUblIAG,NY,Construction,Other Underwriting Guidelines,Jan,23,2012,Small Business,a0kE0000001dKl3IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-10242011-222136,New,0,005E0000003XUczIAG,OK,Construction,No Broker Response,Jan,47,2012,Middle Market,a0kE0000001dKrbIAE,0,Workers Comp,0,220000,6/27/2013,,,7
NRG-LA-422012-266386,New,0,005E0000003XUaLIAW,TX,Construction,Reservation Conflict,Apr,15,2012,NULL,a0kE0000001dLCBIA2,0,Workers Comp,0,0,6/27/2013,,,
NRG-AT-1282011-234043,New,0,005E0000003XUbaIAG,TX,Construction,Other Underwriting Guidelines,Jan,360,2012,Middle Market,a0kE0000001iIiUIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-HO-7202012-298437,New,0,005E0000003XUbNIAW,IL,Construction,Reservation Conflict,Aug,18,2012,Small Business,a0kE0000001dLYPIA2,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-11172011-229127,New,0,005E0000003XUblIAG,MD,Construction,Other Underwriting Guidelines,Dec,9,2011,Middle Market,a0kE0000001dL07IAE,0,Workers Comp,0,0,6/27/2013,,,
NRG-NY-3282012-264973,New,0,005E0000003XUczIAG,CT,Construction,Price,Jun,15,2012,Small Business,a0kE0000001dKktIAE,0,Workers Comp,0,0,6/27/2013,,,12
NRG-HO-12302011-238767,New,0,005E0000003XUaqIAG,TX,Construction,Time Limitations,Jan,2,2012,Small Business,a0kE0000001dL3YIAU,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-5222012-280891,New,0,005E0000003XUcPIAW,TX,Construction,Reservation Conflict,Jun,32,2012,Middle Market,a0kE0000001dKlIIAU,0,Workers Comp,0,0,6/27/2013,,,
EIL-LA-5232012-281500,New,0,005E0000003XUblIAG,CA,Construction,Other Underwriting Guidelines,Aug,35,2012,Middle Market,a0kE0000001dLHoIAM,0,Workers Comp,0,0,6/27/2013,,,
NRG-HO-6272012-290944,New,0,005E0000003XUd3IAG,TX,Construction,No Broker Response,Aug,66,2012,Middle Market,a0kE0000001dL3YIAU,0,Workers Comp,0,0,6/27/2013,,,
